Run dsf tuning
Size shrunk from 1000 to 1000
Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
0 | 1 | 18 | 18 | Search | -369064 | -369064 | Global Improvement.
0 | 1 | 21 | 21 | Search | -369112 | -369112 | Global Improvement.
0 | 1 | 22 | 22 | Search | -369206 | -369206 | Global Improvement.
0 | 1 | 23 | 23 | Search | -369280 | -369280 | Global Improvement.
0 | 1 | 25 | 25 | Search | -369334 | -369334 | Global Improvement.
0 | 1 | 26 | 26 | Search | -369354 | -369354 | Global Improvement.
0 | 1 | 28 | 28 | Search | -369424 | -369424 | Global Improvement.
0 | 1 | 29 | 29 | Search | -369426 | -369426 | Global Improvement.
1 | 1 | 30 | 30 | Search | -369528 | -369528 | Global Improvement.
1 | 1 | 31 | 31 | Search | -369530 | -369530 | Global Improvement.
1 | 1 | 32 | 32 | Search | -369570 | -369570 | Global Improvement.
1 | 1 | 33 | 33 | Search | -369602 | -369602 | Global Improvement.
1 | 1 | 34 | 34 | Search | -369660 | -369660 | Global Improvement.
1 | 1 | 35 | 35 | Search | -369678 | -369678 | Global Improvement.
1 | 1 | 37 | 37 | Search | -369706 | -369706 | Global Improvement.
1 | 1 | 38 | 38 | Search | -369724 | -369724 | Global Improvement.
1 | 1 | 42 | 42 | Search | -369746 | -369746 | Global Improvement.
1 | 1 | 43 | 43 | Search | -369760 | -369760 | Global Improvement.
4 | 1 | 150 | 150 | Search | -369940 | -369940 | Global Improvement.
7 | 1 | 215 | 215 | Search | -369959 | -369959 | Global Improvement.
7 | 1 | 216 | 216 | Search | -369983 | -369983 | Global Improvement.
7 | 1 | 217 | 217 | Search | -370005 | -370005 | Global Improvement.
7 | 1 | 218 | 218 | Search | -370009 | -370009 | Global Improvement.
7 | 1 | 219 | 219 | Search | -370047 | -370047 | Global Improvement.
7 | 1 | 222 | 222 | Search | -370071 | -370071 | Global Improvement.
7 | 1 | 223 | 223 | Search | -370151 | -370151 | Global Improvement.
7 | 1 | 224 | 224 | Search | -370181 | -370181 | Global Improvement.
7 | 1 | 225 | 225 | Search | -370193 | -370193 | Global Improvement.
7 | 1 | 226 | 226 | Search | -370205 | -370205 | Global Improvement.
7 | 1 | 227 | 227 | Search | -370208 | -370208 | Global Improvement.
7 | 1 | 238 | 238 | Search | -370212 | -370212 | Global Improvement.
7 | 1 | 239 | 239 | Search | -370246 | -370246 | Global Improvement.
7 | 1 | 240 | 240 | Search | -370258 | -370258 | Global Improvement.
54 | 3 | 1824 | 84 | Search | -370264 | -370264 | Global Improvement.
1095 | 49 | 36772 | 448 | Search | -370340 | -370340 | Global Improvement.
1095 | 49 | 36773 | 449 | Search | -370394 | -370394 | Global Improvement.
1095 | 49 | 36774 | 450 | Search | -370420 | -370420 | Global Improvement.
1095 | 49 | 36776 | 452 | Search | -370484 | -370484 | Global Improvement.
1095 | 49 | 36777 | 453 | Search | -370486 | -370486 | Global Improvement.
3276 | 147 | 110455 | 178 | Search | -370488 | -370488 | Global Improvement.
3276 | 147 | 110457 | 180 | Search | -370614 | -370614 | Global Improvement.
3276 | 147 | 110458 | 181 | Search | -370624 | -370624 | Global Improvement.
3276 | 147 | 110462 | 185 | Search | -370628 | -370628 | Global Improvement.
3277 | 147 | 110482 | 205 | Search | -370664 | -370664 | Global Improvement.
3277 | 147 | 110483 | 206 | Search | -370695 | -370695 | Global Improvement.
3277 | 147 | 110484 | 207 | Search | -370713 | -370713 | Global Improvement.
3277 | 147 | 110485 | 208 | Search | -370723 | -370723 | Global Improvement.
3277 | 147 | 110487 | 210 | Search | -370793 | -370793 | Global Improvement.
3277 | 147 | 110488 | 211 | Search | -370881 | -370881 | Global Improvement.
3277 | 147 | 110492 | 215 | Search | -370903 | -370903 | Global Improvement.
3277 | 147 | 110493 | 216 | Search | -370961 | -370961 | Global Improvement.
3277 | 147 | 110494 | 217 | Search | -370985 | -370985 | Global Improvement.
3277 | 147 | 110495 | 218 | Search | -371015 | -371015 | Global Improvement.
3277 | 147 | 110500 | 223 | Search | -371021 | -371021 | Global Improvement.
3277 | 147 | 110501 | 224 | Search | -371039 | -371039 | Global Improvement.
3280 | 147 | 110598 | 321 | Search | -371081 | -371081 | Global Improvement.
3280 | 147 | 110599 | 322 | Search | -371133 | -371133 | Global Improvement.
3280 | 147 | 110621 | 344 | Search | -371149 | -371149 | Global Improvement.
3280 | 147 | 110622 | 345 | Search | -371193 | -371193 | Global Improvement.

 Optimization finished in 6.880494067s. 
 Objective of best solution found: -371193
Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
0 | 1 | 1 | 1 | Search | -368338 | -368338 | Global Improvement.
0 | 1 | 2 | 2 | Search | -368462 | -368462 | Global Improvement.
0 | 1 | 3 | 3 | Search | -368560 | -368560 | Global Improvement.
0 | 1 | 4 | 4 | Search | -368624 | -368624 | Global Improvement.
0 | 1 | 5 | 5 | Search | -368632 | -368632 | Global Improvement.
0 | 1 | 6 | 6 | Search | -368760 | -368760 | Global Improvement.
0 | 1 | 7 | 7 | Search | -368770 | -368770 | Global Improvement.
0 | 1 | 8 | 8 | Search | -368778 | -368778 | Global Improvement.
0 | 1 | 10 | 10 | Search | -368812 | -368812 | Global Improvement.
0 | 1 | 11 | 11 | Search | -368826 | -368826 | Global Improvement.
0 | 1 | 12 | 12 | Search | -368882 | -368882 | Global Improvement.
0 | 1 | 14 | 14 | Search | -368894 | -368894 | Global Improvement.
0 | 1 | 15 | 15 | Search | -368942 | -368942 | Global Improvement.
0 | 1 | 17 | 17 | Search | -369006 | -369006 | Global Improvement.
0 | 1 | 18 | 18 | Search | -369064 | -369064 | Global Improvement.
0 | 1 | 21 | 21 | Search | -369112 | -369112 | Global Improvement.
0 | 1 | 22 | 22 | Search | -369206 | -369206 | Global Improvement.
0 | 1 | 23 | 23 | Search | -369280 | -369280 | Global Improvement.
0 | 1 | 25 | 25 | Search | -369334 | -369334 | Global Improvement.
0 | 1 | 26 | 26 | Search | -369354 | -369354 | Global Improvement.
0 | 1 | 28 | 28 | Search | -369424 | -369424 | Global Improvement.
0 | 1 | 29 | 29 | Search | -369426 | -369426 | Global Improvement.
0 | 1 | 30 | 30 | Search | -369528 | -369528 | Global Improvement.
1 | 1 | 31 | 31 | Search | -369530 | -369530 | Global Improvement.
1 | 1 | 32 | 32 | Search | -369570 | -369570 | Global Improvement.
1 | 1 | 33 | 33 | Search | -369602 | -369602 | Global Improvement.
1 | 1 | 34 | 34 | Search | -369660 | -369660 | Global Improvement.
1 | 1 | 35 | 35 | Search | -369678 | -369678 | Global Improvement.
1 | 1 | 37 | 37 | Search | -369706 | -369706 | Global Improvement.
1 | 1 | 38 | 38 | Search | -369724 | -369724 | Global Improvement.
1 | 1 | 42 | 42 | Search | -369746 | -369746 | Global Improvement.
1 | 1 | 43 | 43 | Search | -369760 | -369760 | Global Improvement.
4 | 1 | 150 | 150 | Search | -369940 | -369940 | Global Improvement.
5 | 1 | 215 | 215 | Search | -369959 | -369959 | Global Improvement.
5 | 1 | 216 | 216 | Search | -369983 | -369983 | Global Improvement.
5 | 1 | 217 | 217 | Search | -370005 | -370005 | Global Improvement.
6 | 1 | 218 | 218 | Search | -370009 | -370009 | Global Improvement.
6 | 1 | 219 | 219 | Search | -370047 | -370047 | Global Improvement.
6 | 1 | 222 | 222 | Search | -370071 | -370071 | Global Improvement.
6 | 1 | 223 | 223 | Search | -370151 | -370151 | Global Improvement.
6 | 1 | 224 | 224 | Search | -370181 | -370181 | Global Improvement.
6 | 1 | 225 | 225 | Search | -370193 | -370193 | Global Improvement.
6 | 1 | 226 | 226 | Search | -370205 | -370205 | Global Improvement.
6 | 1 | 227 | 227 | Search | -370208 | -370208 | Global Improvement.
6 | 1 | 238 | 238 | Search | -370212 | -370212 | Global Improvement.
6 | 1 | 239 | 239 | Search | -370246 | -370246 | Global Improvement.
6 | 1 | 240 | 240 | Search | -370258 | -370258 | Global Improvement.
54 | 3 | 1824 | 84 | Search | -370264 | -370264 | Global Improvement.
275 | 11 | 8741 | 917 | Search | -370267 | -370267 | Global Improvement.
1520 | 63 | 48582 | 841 | Search | -370282 | -370282 | Global Improvement.
1521 | 63 | 48583 | 842 | Search | -370328 | -370328 | Global Improvement.
1521 | 63 | 48584 | 843 | Search | -370340 | -370340 | Global Improvement.
1521 | 63 | 48585 | 844 | Search | -370458 | -370458 | Global Improvement.
1521 | 63 | 48586 | 845 | Search | -370484 | -370484 | Global Improvement.
1521 | 63 | 48587 | 846 | Search | -370486 | -370486 | Global Improvement.
3933 | 165 | 125515 | 428 | Search | -370498 | -370498 | Global Improvement.
3933 | 165 | 125517 | 430 | Search | -370510 | -370510 | Global Improvement.
3933 | 165 | 125526 | 439 | Search | -370566 | -370566 | Global Improvement.
3933 | 165 | 125527 | 440 | Search | -370588 | -370588 | Global Improvement.
3933 | 165 | 125528 | 441 | Search | -370606 | -370606 | Global Improvement.
3933 | 165 | 125529 | 442 | Search | -370610 | -370610 | Global Improvement.
3933 | 165 | 125532 | 445 | Search | -370696 | -370696 | Global Improvement.
3933 | 165 | 125533 | 446 | Search | -370782 | -370782 | Global Improvement.
3933 | 165 | 125534 | 447 | Search | -370794 | -370794 | Global Improvement.
3933 | 165 | 125537 | 450 | Search | -370874 | -370874 | Global Improvement.
3933 | 165 | 125538 | 451 | Search | -370920 | -370920 | Global Improvement.
3933 | 165 | 125539 | 452 | Search | -370988 | -370988 | Global Improvement.
3933 | 165 | 125540 | 453 | Search | -371019 | -371019 | Global Improvement.
3933 | 165 | 125541 | 454 | Search | -371037 | -371037 | Global Improvement.
3938 | 165 | 125705 | 618 | Search | -371039 | -371039 | Global Improvement.
3948 | 165 | 126111 | 1024 | Search | -371083 | -371083 | Global Improvement.
3948 | 165 | 126112 | 1025 | Search | -371131 | -371131 | Global Improvement.
3949 | 165 | 126130 | 1043 | Search | -371147 | -371147 | Global Improvement.
3949 | 165 | 126131 | 1044 | Search | -371191 | -371191 | Global Improvement.
3949 | 165 | 126132 | 1045 | Search | -371193 | -371193 | Global Improvement.

 Optimization finished in 6.283547028s. 
 Objective of best solution found: -371193
Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
0 | 1 | 1 | 1 | Search | -368338 | -368338 | Global Improvement.
0 | 1 | 2 | 2 | Search | -368462 | -368462 | Global Improvement.
0 | 1 | 3 | 3 | Search | -368560 | -368560 | Global Improvement.
0 | 1 | 4 | 4 | Search | -368624 | -368624 | Global Improvement.
0 | 1 | 5 | 5 | Search | -368632 | -368632 | Global Improvement.
0 | 1 | 6 | 6 | Search | -368760 | -368760 | Global Improvement.
0 | 1 | 7 | 7 | Search | -368770 | -368770 | Global Improvement.
0 | 1 | 8 | 8 | Search | -368778 | -368778 | Global Improvement.
0 | 1 | 10 | 10 | Search | -368812 | -368812 | Global Improvement.
0 | 1 | 11 | 11 | Search | -368826 | -368826 | Global Improvement.
0 | 1 | 12 | 12 | Search | -368882 | -368882 | Global Improvement.
0 | 1 | 14 | 14 | Search | -368894 | -368894 | Global Improvement.
0 | 1 | 15 | 15 | Search | -368942 | -368942 | Global Improvement.
0 | 1 | 17 | 17 | Search | -369006 | -369006 | Global Improvement.
0 | 1 | 18 | 18 | Search | -369064 | -369064 | Global Improvement.
0 | 1 | 21 | 21 | Search | -369112 | -369112 | Global Improvement.
0 | 1 | 22 | 22 | Search | -369206 | -369206 | Global Improvement.
0 | 1 | 23 | 23 | Search | -369280 | -369280 | Global Improvement.
0 | 1 | 25 | 25 | Search | -369334 | -369334 | Global Improvement.
0 | 1 | 26 | 26 | Search | -369354 | -369354 | Global Improvement.
0 | 1 | 28 | 28 | Search | -369424 | -369424 | Global Improvement.
0 | 1 | 29 | 29 | Search | -369426 | -369426 | Global Improvement.
0 | 1 | 30 | 30 | Search | -369528 | -369528 | Global Improvement.
0 | 1 | 31 | 31 | Search | -369530 | -369530 | Global Improvement.
0 | 1 | 32 | 32 | Search | -369570 | -369570 | Global Improvement.
1 | 1 | 33 | 33 | Search | -369602 | -369602 | Global Improvement.
1 | 1 | 34 | 34 | Search | -369660 | -369660 | Global Improvement.
1 | 1 | 35 | 35 | Search | -369678 | -369678 | Global Improvement.
1 | 1 | 37 | 37 | Search | -369706 | -369706 | Global Improvement.
1 | 1 | 38 | 38 | Search | -369724 | -369724 | Global Improvement.
1 | 1 | 42 | 42 | Search | -369746 | -369746 | Global Improvement.
1 | 1 | 43 | 43 | Search | -369760 | -369760 | Global Improvement.
4 | 1 | 150 | 150 | Search | -369940 | -369940 | Global Improvement.
5 | 1 | 215 | 215 | Search | -369959 | -369959 | Global Improvement.
6 | 1 | 216 | 216 | Search | -369983 | -369983 | Global Improvement.
6 | 1 | 217 | 217 | Search | -370005 | -370005 | Global Improvement.
6 | 1 | 218 | 218 | Search | -370009 | -370009 | Global Improvement.
6 | 1 | 219 | 219 | Search | -370047 | -370047 | Global Improvement.
6 | 1 | 222 | 222 | Search | -370071 | -370071 | Global Improvement.
6 | 1 | 223 | 223 | Search | -370151 | -370151 | Global Improvement.
6 | 1 | 224 | 224 | Search | -370181 | -370181 | Global Improvement.
6 | 1 | 225 | 225 | Search | -370193 | -370193 | Global Improvement.
6 | 1 | 226 | 226 | Search | -370205 | -370205 | Global Improvement.
6 | 1 | 227 | 227 | Search | -370208 | -370208 | Global Improvement.
6 | 1 | 238 | 238 | Search | -370212 | -370212 | Global Improvement.
6 | 1 | 239 | 239 | Search | -370246 | -370246 | Global Improvement.
6 | 1 | 240 | 240 | Search | -370258 | -370258 | Global Improvement.
51 | 3 | 1824 | 84 | Search | -370264 | -370264 | Global Improvement.
245 | 11 | 8456 | 632 | Search | -370378 | -370378 | Global Improvement.
245 | 11 | 8457 | 633 | Search | -370404 | -370404 | Global Improvement.
245 | 11 | 8458 | 634 | Search | -370406 | -370406 | Global Improvement.
245 | 11 | 8460 | 636 | Search | -370417 | -370417 | Global Improvement.
293 | 13 | 10074 | 114 | Search | -370427 | -370427 | Global Improvement.
293 | 13 | 10075 | 115 | Search | -370435 | -370435 | Global Improvement.
395 | 17 | 13617 | 542 | Search | -370444 | -370444 | Global Improvement.
395 | 17 | 13619 | 544 | Search | -370488 | -370488 | Global Improvement.
395 | 17 | 13621 | 546 | Search | -370572 | -370572 | Global Improvement.
400 | 17 | 13793 | 718 | Search | -370620 | -370620 | Global Improvement.
400 | 17 | 13797 | 722 | Search | -370636 | -370636 | Global Improvement.
400 | 17 | 13798 | 723 | Search | -370654 | -370654 | Global Improvement.
400 | 17 | 13799 | 724 | Search | -370682 | -370682 | Global Improvement.
400 | 17 | 13800 | 725 | Search | -370690 | -370690 | Global Improvement.
401 | 17 | 13815 | 740 | Search | -370696 | -370696 | Global Improvement.
401 | 17 | 13816 | 741 | Search | -370716 | -370716 | Global Improvement.
402 | 17 | 13880 | 805 | Search | -370720 | -370720 | Global Improvement.
404 | 17 | 13927 | 852 | Search | -370731 | -370731 | Global Improvement.
404 | 17 | 13928 | 853 | Search | -370742 | -370742 | Global Improvement.
404 | 17 | 13929 | 854 | Search | -370748 | -370748 | Global Improvement.
404 | 17 | 13933 | 858 | Search | -370768 | -370768 | Global Improvement.
404 | 17 | 13934 | 859 | Search | -370771 | -370771 | Global Improvement.
404 | 17 | 13936 | 861 | Search | -370793 | -370793 | Global Improvement.
404 | 17 | 13937 | 862 | Search | -370803 | -370803 | Global Improvement.
404 | 17 | 13939 | 864 | Search | -370895 | -370895 | Global Improvement.
406 | 17 | 13971 | 896 | Search | -370909 | -370909 | Global Improvement.
406 | 17 | 13972 | 897 | Search | -370961 | -370961 | Global Improvement.
406 | 17 | 13973 | 898 | Search | -370969 | -370969 | Global Improvement.
408 | 17 | 14041 | 966 | Search | -370977 | -370977 | Global Improvement.
408 | 17 | 14044 | 969 | Search | -371003 | -371003 | Global Improvement.
408 | 17 | 14045 | 970 | Search | -371055 | -371055 | Global Improvement.
408 | 17 | 14046 | 971 | Search | -371063 | -371063 | Global Improvement.
748 | 31 | 25533 | 987 | Search | -371087 | -371087 | Global Improvement.

 Optimization finished in 4.628238294s. 
 Objective of best solution found: -371087
Size shrunk from 1000 to 1000
Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
0 | 1 | 1 | 1 | Search | -349808 | -349808 | Global Improvement.
0 | 1 | 2 | 2 | Search | -350052 | -350052 | Global Improvement.
0 | 1 | 3 | 3 | Search | -350258 | -350258 | Global Improvement.
0 | 1 | 4 | 4 | Search | -350328 | -350328 | Global Improvement.
0 | 1 | 5 | 5 | Search | -350358 | -350358 | Global Improvement.
0 | 1 | 6 | 6 | Search | -350374 | -350374 | Global Improvement.
0 | 1 | 7 | 7 | Search | -350378 | -350378 | Global Improvement.
0 | 1 | 10 | 10 | Search | -350548 | -350548 | Global Improvement.
0 | 1 | 11 | 11 | Search | -350606 | -350606 | Global Improvement.
0 | 1 | 12 | 12 | Search | -350654 | -350654 | Global Improvement.
0 | 1 | 13 | 13 | Search | -350656 | -350656 | Global Improvement.
0 | 1 | 14 | 14 | Search | -350774 | -350774 | Global Improvement.
0 | 1 | 15 | 15 | Search | -350790 | -350790 | Global Improvement.
0 | 1 | 16 | 16 | Search | -350866 | -350866 | Global Improvement.
0 | 1 | 20 | 20 | Search | -350894 | -350894 | Global Improvement.
0 | 1 | 21 | 21 | Search | -350900 | -350900 | Global Improvement.
0 | 1 | 22 | 22 | Search | -350904 | -350904 | Global Improvement.
3 | 1 | 118 | 118 | Search | -350910 | -350910 | Global Improvement.
3 | 1 | 119 | 119 | Search | -350930 | -350930 | Global Improvement.
3 | 1 | 120 | 120 | Search | -350946 | -350946 | Global Improvement.
3 | 1 | 121 | 121 | Search | -350950 | -350950 | Global Improvement.
3 | 1 | 122 | 122 | Search | -350952 | -350952 | Global Improvement.
3 | 1 | 123 | 123 | Search | -350970 | -350970 | Global Improvement.
3 | 1 | 125 | 125 | Search | -351022 | -351022 | Global Improvement.
3 | 1 | 126 | 126 | Search | -351072 | -351072 | Global Improvement.
3 | 1 | 127 | 127 | Search | -351080 | -351080 | Global Improvement.
3 | 1 | 128 | 128 | Search | -351090 | -351090 | Global Improvement.
3 | 1 | 130 | 130 | Search | -351092 | -351092 | Global Improvement.
3 | 1 | 132 | 132 | Search | -351128 | -351128 | Global Improvement.
3 | 1 | 135 | 135 | Search | -351146 | -351146 | Global Improvement.
4 | 1 | 164 | 164 | Search | -351160 | -351160 | Global Improvement.
6 | 1 | 235 | 235 | Search | -351170 | -351170 | Global Improvement.
9 | 1 | 351 | 351 | Search | -351174 | -351174 | Global Improvement.
9 | 1 | 352 | 352 | Search | -351196 | -351196 | Global Improvement.
9 | 1 | 353 | 353 | Search | -351202 | -351202 | Global Improvement.
52 | 3 | 1871 | 18 | Search | -351204 | -351204 | Global Improvement.
52 | 3 | 1872 | 19 | Search | -351206 | -351206 | Global Improvement.
52 | 3 | 1873 | 20 | Search | -351328 | -351328 | Global Improvement.
52 | 3 | 1874 | 21 | Search | -351392 | -351392 | Global Improvement.
52 | 3 | 1877 | 24 | Search | -351456 | -351456 | Global Improvement.
1679 | 73 | 54875 | 498 | Search | -351481 | -351481 | Global Improvement.
1679 | 73 | 54876 | 499 | Search | -351495 | -351495 | Global Improvement.
1679 | 73 | 54877 | 500 | Search | -351583 | -351583 | Global Improvement.
2026 | 87 | 65829 | 452 | Search | -351647 | -351647 | Global Improvement.
2026 | 87 | 65830 | 453 | Search | -351731 | -351731 | Global Improvement.
2026 | 87 | 65845 | 468 | Search | -351745 | -351745 | Global Improvement.
2033 | 87 | 66087 | 710 | Search | -351775 | -351775 | Global Improvement.

 Optimization finished in 6.484317641s. 
 Objective of best solution found: -351775
Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
0 | 1 | 1 | 1 | Search | -349808 | -349808 | Global Improvement.
0 | 1 | 2 | 2 | Search | -350052 | -350052 | Global Improvement.
0 | 1 | 3 | 3 | Search | -350258 | -350258 | Global Improvement.
0 | 1 | 4 | 4 | Search | -350328 | -350328 | Global Improvement.
0 | 1 | 5 | 5 | Search | -350358 | -350358 | Global Improvement.
0 | 1 | 6 | 6 | Search | -350374 | -350374 | Global Improvement.
0 | 1 | 7 | 7 | Search | -350378 | -350378 | Global Improvement.
0 | 1 | 10 | 10 | Search | -350548 | -350548 | Global Improvement.
0 | 1 | 11 | 11 | Search | -350606 | -350606 | Global Improvement.
0 | 1 | 12 | 12 | Search | -350654 | -350654 | Global Improvement.
0 | 1 | 13 | 13 | Search | -350656 | -350656 | Global Improvement.
0 | 1 | 14 | 14 | Search | -350774 | -350774 | Global Improvement.
0 | 1 | 15 | 15 | Search | -350790 | -350790 | Global Improvement.
0 | 1 | 16 | 16 | Search | -350866 | -350866 | Global Improvement.
0 | 1 | 20 | 20 | Search | -350894 | -350894 | Global Improvement.
0 | 1 | 21 | 21 | Search | -350900 | -350900 | Global Improvement.
0 | 1 | 22 | 22 | Search | -350904 | -350904 | Global Improvement.
3 | 1 | 118 | 118 | Search | -350910 | -350910 | Global Improvement.
3 | 1 | 119 | 119 | Search | -350930 | -350930 | Global Improvement.
3 | 1 | 120 | 120 | Search | -350946 | -350946 | Global Improvement.
3 | 1 | 121 | 121 | Search | -350950 | -350950 | Global Improvement.
3 | 1 | 122 | 122 | Search | -350952 | -350952 | Global Improvement.
3 | 1 | 123 | 123 | Search | -350970 | -350970 | Global Improvement.
3 | 1 | 125 | 125 | Search | -351022 | -351022 | Global Improvement.
3 | 1 | 126 | 126 | Search | -351072 | -351072 | Global Improvement.
3 | 1 | 127 | 127 | Search | -351080 | -351080 | Global Improvement.
4 | 1 | 128 | 128 | Search | -351090 | -351090 | Global Improvement.
4 | 1 | 130 | 130 | Search | -351092 | -351092 | Global Improvement.
4 | 1 | 132 | 132 | Search | -351128 | -351128 | Global Improvement.
4 | 1 | 135 | 135 | Search | -351146 | -351146 | Global Improvement.
4 | 1 | 164 | 164 | Search | -351160 | -351160 | Global Improvement.
6 | 1 | 235 | 235 | Search | -351170 | -351170 | Global Improvement.
10 | 1 | 351 | 351 | Search | -351174 | -351174 | Global Improvement.
10 | 1 | 352 | 352 | Search | -351196 | -351196 | Global Improvement.
10 | 1 | 353 | 353 | Search | -351202 | -351202 | Global Improvement.
56 | 3 | 1871 | 18 | Search | -351204 | -351204 | Global Improvement.
56 | 3 | 1872 | 19 | Search | -351206 | -351206 | Global Improvement.
56 | 3 | 1873 | 20 | Search | -351328 | -351328 | Global Improvement.
56 | 3 | 1874 | 21 | Search | -351392 | -351392 | Global Improvement.
56 | 3 | 1877 | 24 | Search | -351456 | -351456 | Global Improvement.
4825 | 195 | 146839 | 962 | Search | -351466 | -351466 | Global Improvement.
4825 | 195 | 146840 | 963 | Search | -351508 | -351508 | Global Improvement.
4825 | 195 | 146841 | 964 | Search | -351528 | -351528 | Global Improvement.
4825 | 195 | 146842 | 965 | Search | -351632 | -351632 | Global Improvement.
4825 | 195 | 146847 | 970 | Search | -351638 | -351638 | Global Improvement.
4825 | 195 | 146848 | 971 | Search | -351648 | -351648 | Global Improvement.
4825 | 195 | 146849 | 972 | Search | -351686 | -351686 | Global Improvement.
4825 | 195 | 146851 | 974 | Search | -351710 | -351710 | Global Improvement.
4827 | 195 | 146903 | 1026 | Search | -351729 | -351729 | Global Improvement.
4948 | 199 | 150719 | 816 | Search | -351755 | -351755 | Global Improvement.
4948 | 199 | 150720 | 817 | Search | -351785 | -351785 | Global Improvement.
5016 | 201 | 152994 | 774 | Search | -351801 | -351801 | Global Improvement.
5016 | 201 | 152995 | 775 | Search | -351821 | -351821 | Global Improvement.
5016 | 201 | 152996 | 776 | Search | -351839 | -351839 | Global Improvement.
5016 | 201 | 152997 | 777 | Search | -351845 | -351845 | Global Improvement.
5016 | 201 | 152998 | 778 | Search | -351847 | -351847 | Global Improvement.
5016 | 201 | 153011 | 791 | Search | -351858 | -351858 | Global Improvement.
5020 | 201 | 153139 | 919 | Search | -351870 | -351870 | Global Improvement.
5086 | 203 | 155398 | 759 | Search | -351874 | -351874 | Global Improvement.
7773 | 311 | 236824 | 426 | Search | -351927 | -351927 | Global Improvement.
7773 | 311 | 236825 | 427 | Search | -351939 | -351939 | Global Improvement.
7775 | 311 | 236871 | 473 | Search | -351945 | -351945 | Global Improvement.
7776 | 311 | 236906 | 508 | Search | -351963 | -351963 | Global Improvement.
7776 | 311 | 236907 | 509 | Search | -351971 | -351971 | Global Improvement.
7781 | 311 | 237050 | 652 | Search | -351982 | -351982 | Global Improvement.
7781 | 311 | 237051 | 653 | Search | -351994 | -351994 | Global Improvement.

 Optimization finished in 11.171616959s. 
 Objective of best solution found: -351994
Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
0 | 1 | 1 | 1 | Search | -349808 | -349808 | Global Improvement.
0 | 1 | 2 | 2 | Search | -350052 | -350052 | Global Improvement.
0 | 1 | 3 | 3 | Search | -350258 | -350258 | Global Improvement.
0 | 1 | 4 | 4 | Search | -350328 | -350328 | Global Improvement.
0 | 1 | 5 | 5 | Search | -350358 | -350358 | Global Improvement.
0 | 1 | 6 | 6 | Search | -350374 | -350374 | Global Improvement.
0 | 1 | 7 | 7 | Search | -350378 | -350378 | Global Improvement.
0 | 1 | 10 | 10 | Search | -350548 | -350548 | Global Improvement.
0 | 1 | 11 | 11 | Search | -350606 | -350606 | Global Improvement.
0 | 1 | 12 | 12 | Search | -350654 | -350654 | Global Improvement.
0 | 1 | 13 | 13 | Search | -350656 | -350656 | Global Improvement.
0 | 1 | 14 | 14 | Search | -350774 | -350774 | Global Improvement.
0 | 1 | 15 | 15 | Search | -350790 | -350790 | Global Improvement.
0 | 1 | 16 | 16 | Search | -350866 | -350866 | Global Improvement.
0 | 1 | 20 | 20 | Search | -350894 | -350894 | Global Improvement.
0 | 1 | 21 | 21 | Search | -350900 | -350900 | Global Improvement.
0 | 1 | 22 | 22 | Search | -350904 | -350904 | Global Improvement.
3 | 1 | 118 | 118 | Search | -350910 | -350910 | Global Improvement.
3 | 1 | 119 | 119 | Search | -350930 | -350930 | Global Improvement.
3 | 1 | 120 | 120 | Search | -350946 | -350946 | Global Improvement.
3 | 1 | 121 | 121 | Search | -350950 | -350950 | Global Improvement.
3 | 1 | 122 | 122 | Search | -350952 | -350952 | Global Improvement.
3 | 1 | 123 | 123 | Search | -350970 | -350970 | Global Improvement.
3 | 1 | 125 | 125 | Search | -351022 | -351022 | Global Improvement.
3 | 1 | 126 | 126 | Search | -351072 | -351072 | Global Improvement.
3 | 1 | 127 | 127 | Search | -351080 | -351080 | Global Improvement.
3 | 1 | 128 | 128 | Search | -351090 | -351090 | Global Improvement.
3 | 1 | 130 | 130 | Search | -351092 | -351092 | Global Improvement.
3 | 1 | 132 | 132 | Search | -351128 | -351128 | Global Improvement.
3 | 1 | 135 | 135 | Search | -351146 | -351146 | Global Improvement.
4 | 1 | 164 | 164 | Search | -351160 | -351160 | Global Improvement.
6 | 1 | 235 | 235 | Search | -351170 | -351170 | Global Improvement.
9 | 1 | 351 | 351 | Search | -351174 | -351174 | Global Improvement.
9 | 1 | 352 | 352 | Search | -351196 | -351196 | Global Improvement.
9 | 1 | 353 | 353 | Search | -351202 | -351202 | Global Improvement.
53 | 3 | 1871 | 18 | Search | -351204 | -351204 | Global Improvement.
53 | 3 | 1872 | 19 | Search | -351206 | -351206 | Global Improvement.
53 | 3 | 1873 | 20 | Search | -351328 | -351328 | Global Improvement.
53 | 3 | 1874 | 21 | Search | -351392 | -351392 | Global Improvement.
53 | 3 | 1877 | 24 | Search | -351456 | -351456 | Global Improvement.
159 | 7 | 5392 | 515 | Search | -351462 | -351462 | Global Improvement.
159 | 7 | 5393 | 516 | Search | -351466 | -351466 | Global Improvement.
