Run tenure ratio tuning
Size shrunk from 1000 to 1000
Warning: Given tenure ratio leads to small tabu tenure of 0.Minimum tabu_tenure 5 set instead
Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
3 | 1 | 103 | 103 | Search | -345798 | -345798 | Global Improvement.
3 | 1 | 104 | 104 | Search | -345822 | -345822 | Global Improvement.
3 | 1 | 105 | 105 | Search | -345848 | -345848 | Global Improvement.
3 | 1 | 106 | 106 | Search | -345866 | -345866 | Global Improvement.
3 | 1 | 107 | 107 | Search | -345908 | -345908 | Global Improvement.
3 | 1 | 108 | 108 | Search | -345924 | -345924 | Global Improvement.
3 | 1 | 109 | 109 | Search | -345934 | -345934 | Global Improvement.
3 | 1 | 112 | 112 | Search | -345972 | -345972 | Global Improvement.
3 | 1 | 113 | 113 | Search | -346090 | -346090 | Global Improvement.
3 | 1 | 116 | 116 | Search | -346130 | -346130 | Global Improvement.
3 | 1 | 117 | 117 | Search | -346144 | -346144 | Global Improvement.
3 | 1 | 118 | 118 | Search | -346260 | -346260 | Global Improvement.
3 | 1 | 119 | 119 | Search | -346342 | -346342 | Global Improvement.
3 | 1 | 120 | 120 | Search | -346438 | -346438 | Global Improvement.
3 | 1 | 121 | 121 | Search | -346518 | -346518 | Global Improvement.
3 | 1 | 122 | 122 | Search | -346638 | -346638 | Global Improvement.
3 | 1 | 123 | 123 | Search | -346806 | -346806 | Global Improvement.
3 | 1 | 124 | 124 | Search | -346886 | -346886 | Global Improvement.
3 | 1 | 125 | 125 | Search | -346938 | -346938 | Global Improvement.
3 | 1 | 126 | 126 | Search | -346975 | -346975 | Global Improvement.
3 | 1 | 127 | 127 | Search | -347105 | -347105 | Global Improvement.
3 | 1 | 128 | 128 | Search | -347151 | -347151 | Global Improvement.
3 | 1 | 129 | 129 | Search | -347291 | -347291 | Global Improvement.
4 | 1 | 130 | 130 | Search | -347393 | -347393 | Global Improvement.
4 | 1 | 131 | 131 | Search | -347561 | -347561 | Global Improvement.
4 | 1 | 132 | 132 | Search | -347617 | -347617 | Global Improvement.
4 | 1 | 133 | 133 | Search | -347721 | -347721 | Global Improvement.
4 | 1 | 134 | 134 | Search | -347769 | -347769 | Global Improvement.
4 | 1 | 135 | 135 | Search | -347805 | -347805 | Global Improvement.
4 | 1 | 136 | 136 | Search | -347837 | -347837 | Global Improvement.
4 | 1 | 137 | 137 | Search | -347899 | -347899 | Global Improvement.
4 | 1 | 138 | 138 | Search | -347953 | -347953 | Global Improvement.
4 | 1 | 139 | 139 | Search | -348015 | -348015 | Global Improvement.
4 | 1 | 140 | 140 | Search | -348131 | -348131 | Global Improvement.
4 | 1 | 141 | 141 | Search | -348329 | -348329 | Global Improvement.
4 | 1 | 142 | 142 | Search | -348473 | -348473 | Global Improvement.
4 | 1 | 143 | 143 | Search | -348639 | -348639 | Global Improvement.
4 | 1 | 144 | 144 | Search | -348683 | -348683 | Global Improvement.
4 | 1 | 145 | 145 | Search | -348711 | -348711 | Global Improvement.
4 | 1 | 146 | 146 | Search | -348751 | -348751 | Global Improvement.
4 | 1 | 147 | 147 | Search | -348777 | -348777 | Global Improvement.
4 | 1 | 149 | 149 | Search | -348825 | -348825 | Global Improvement.
4 | 1 | 153 | 153 | Search | -348832 | -348832 | Global Improvement.
4 | 1 | 157 | 157 | Search | -348876 | -348876 | Global Improvement.
4 | 1 | 158 | 158 | Search | -348898 | -348898 | Global Improvement.
4 | 1 | 159 | 159 | Search | -348910 | -348910 | Global Improvement.
4 | 1 | 160 | 160 | Search | -348928 | -348928 | Global Improvement.
4 | 1 | 161 | 161 | Search | -348984 | -348984 | Global Improvement.
5 | 1 | 168 | 168 | Search | -348991 | -348991 | Global Improvement.
5 | 1 | 169 | 169 | Search | -349033 | -349033 | Global Improvement.
5 | 1 | 170 | 170 | Search | -349063 | -349063 | Global Improvement.
5 | 1 | 171 | 171 | Search | -349088 | -349088 | Global Improvement.
5 | 1 | 172 | 172 | Search | -349094 | -349094 | Global Improvement.
5 | 1 | 173 | 173 | Search | -349100 | -349100 | Global Improvement.
5 | 1 | 174 | 174 | Search | -349186 | -349186 | Global Improvement.
5 | 1 | 175 | 175 | Search | -349190 | -349190 | Global Improvement.
5 | 1 | 176 | 176 | Search | -349200 | -349200 | Global Improvement.
5 | 1 | 178 | 178 | Search | -349223 | -349223 | Global Improvement.
5 | 1 | 179 | 179 | Search | -349225 | -349225 | Global Improvement.

 Optimization finished in 2.517918977s. 
 Objective of best solution found: -349225Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
0 | 1 | 1 | 1 | Search | -324026 | -324026 | Global Improvement.
0 | 1 | 2 | 2 | Search | -324690 | -324690 | Global Improvement.
0 | 1 | 3 | 3 | Search | -325196 | -325196 | Global Improvement.
0 | 1 | 4 | 4 | Search | -325698 | -325698 | Global Improvement.
0 | 1 | 5 | 5 | Search | -326192 | -326192 | Global Improvement.
0 | 1 | 6 | 6 | Search | -326680 | -326680 | Global Improvement.
0 | 1 | 7 | 7 | Search | -327224 | -327224 | Global Improvement.
0 | 1 | 8 | 8 | Search | -327698 | -327698 | Global Improvement.
0 | 1 | 9 | 9 | Search | -328171 | -328171 | Global Improvement.
0 | 1 | 10 | 10 | Search | -328643 | -328643 | Global Improvement.
0 | 1 | 11 | 11 | Search | -329153 | -329153 | Global Improvement.
0 | 1 | 12 | 12 | Search | -329572 | -329572 | Global Improvement.
0 | 1 | 13 | 13 | Search | -329932 | -329932 | Global Improvement.
0 | 1 | 14 | 14 | Search | -330290 | -330290 | Global Improvement.
0 | 1 | 15 | 15 | Search | -330646 | -330646 | Global Improvement.
0 | 1 | 16 | 16 | Search | -330986 | -330986 | Global Improvement.
0 | 1 | 17 | 17 | Search | -331308 | -331308 | Global Improvement.
0 | 1 | 18 | 18 | Search | -331622 | -331622 | Global Improvement.
0 | 1 | 19 | 19 | Search | -331920 | -331920 | Global Improvement.
0 | 1 | 20 | 20 | Search | -332216 | -332216 | Global Improvement.
0 | 1 | 21 | 21 | Search | -332494 | -332494 | Global Improvement.
0 | 1 | 22 | 22 | Search | -332770 | -332770 | Global Improvement.
0 | 1 | 23 | 23 | Search | -333074 | -333074 | Global Improvement.
0 | 1 | 24 | 24 | Search | -333402 | -333402 | Global Improvement.
0 | 1 | 25 | 25 | Search | -333668 | -333668 | Global Improvement.
0 | 1 | 26 | 26 | Search | -333928 | -333928 | Global Improvement.
0 | 1 | 27 | 27 | Search | -334250 | -334250 | Global Improvement.
0 | 1 | 28 | 28 | Search | -334476 | -334476 | Global Improvement.
0 | 1 | 29 | 29 | Search | -334700 | -334700 | Global Improvement.
0 | 1 | 30 | 30 | Search | -334908 | -334908 | Global Improvement.
1 | 1 | 31 | 31 | Search | -335108 | -335108 | Global Improvement.
1 | 1 | 32 | 32 | Search | -335304 | -335304 | Global Improvement.
1 | 1 | 33 | 33 | Search | -335458 | -335458 | Global Improvement.
1 | 1 | 34 | 34 | Search | -335610 | -335610 | Global Improvement.
1 | 1 | 35 | 35 | Search | -335864 | -335864 | Global Improvement.
1 | 1 | 36 | 36 | Search | -336056 | -336056 | Global Improvement.
1 | 1 | 37 | 37 | Search | -336276 | -336276 | Global Improvement.
1 | 1 | 38 | 38 | Search | -336544 | -336544 | Global Improvement.
1 | 1 | 39 | 39 | Search | -336690 | -336690 | Global Improvement.
1 | 1 | 40 | 40 | Search | -337014 | -337014 | Global Improvement.
1 | 1 | 41 | 41 | Search | -337240 | -337240 | Global Improvement.
1 | 1 | 42 | 42 | Search | -337384 | -337384 | Global Improvement.
1 | 1 | 43 | 43 | Search | -337664 | -337664 | Global Improvement.
1 | 1 | 44 | 44 | Search | -337856 | -337856 | Global Improvement.
1 | 1 | 45 | 45 | Search | -337998 | -337998 | Global Improvement.
1 | 1 | 46 | 46 | Search | -338208 | -338208 | Global Improvement.
1 | 1 | 47 | 47 | Search | -338350 | -338350 | Global Improvement.
1 | 1 | 48 | 48 | Search | -338526 | -338526 | Global Improvement.
1 | 1 | 49 | 49 | Search | -338692 | -338692 | Global Improvement.
1 | 1 | 50 | 50 | Search | -338880 | -338880 | Global Improvement.
1 | 1 | 51 | 51 | Search | -339008 | -339008 | Global Improvement.
1 | 1 | 52 | 52 | Search | -339130 | -339130 | Global Improvement.
1 | 1 | 53 | 53 | Search | -339262 | -339262 | Global Improvement.
1 | 1 | 54 | 54 | Search | -339412 | -339412 | Global Improvement.
1 | 1 | 55 | 55 | Search | -339670 | -339670 | Global Improvement.
1 | 1 | 56 | 56 | Search | -339814 | -339814 | Global Improvement.
1 | 1 | 57 | 57 | Search | -340002 | -340002 | Global Improvement.
1 | 1 | 58 | 58 | Search | -340182 | -340182 | Global Improvement.
1 | 1 | 59 | 59 | Search | -340320 | -340320 | Global Improvement.
1 | 1 | 60 | 60 | Search | -340528 | -340528 | Global Improvement.
1 | 1 | 61 | 61 | Search | -340698 | -340698 | Global Improvement.
1 | 1 | 62 | 62 | Search | -340922 | -340922 | Global Improvement.
2 | 1 | 63 | 63 | Search | -341158 | -341158 | Global Improvement.
2 | 1 | 64 | 64 | Search | -341382 | -341382 | Global Improvement.
2 | 1 | 65 | 65 | Search | -341526 | -341526 | Global Improvement.
2 | 1 | 66 | 66 | Search | -341744 | -341744 | Global Improvement.
2 | 1 | 67 | 67 | Search | -341974 | -341974 | Global Improvement.
2 | 1 | 68 | 68 | Search | -342079 | -342079 | Global Improvement.
2 | 1 | 69 | 69 | Search | -342181 | -342181 | Global Improvement.
2 | 1 | 70 | 70 | Search | -342273 | -342273 | Global Improvement.
2 | 1 | 71 | 71 | Search | -342443 | -342443 | Global Improvement.
2 | 1 | 72 | 72 | Search | -342587 | -342587 | Global Improvement.
2 | 1 | 73 | 73 | Search | -342861 | -342861 | Global Improvement.
2 | 1 | 74 | 74 | Search | -342973 | -342973 | Global Improvement.
2 | 1 | 75 | 75 | Search | -343049 | -343049 | Global Improvement.
2 | 1 | 76 | 76 | Search | -343113 | -343113 | Global Improvement.
2 | 1 | 77 | 77 | Search | -343227 | -343227 | Global Improvement.
2 | 1 | 78 | 78 | Search | -343382 | -343382 | Global Improvement.
2 | 1 | 79 | 79 | Search | -343594 | -343594 | Global Improvement.
2 | 1 | 80 | 80 | Search | -343702 | -343702 | Global Improvement.
2 | 1 | 81 | 81 | Search | -343806 | -343806 | Global Improvement.
2 | 1 | 82 | 82 | Search | -343946 | -343946 | Global Improvement.
2 | 1 | 83 | 83 | Search | -344086 | -344086 | Global Improvement.
2 | 1 | 84 | 84 | Search | -344186 | -344186 | Global Improvement.
2 | 1 | 85 | 85 | Search | -344286 | -344286 | Global Improvement.
2 | 1 | 86 | 86 | Search | -344358 | -344358 | Global Improvement.
2 | 1 | 87 | 87 | Search | -344472 | -344472 | Global Improvement.
2 | 1 | 88 | 88 | Search | -344578 | -344578 | Global Improvement.
2 | 1 | 89 | 89 | Search | -344648 | -344648 | Global Improvement.
2 | 1 | 90 | 90 | Search | -344766 | -344766 | Global Improvement.
2 | 1 | 91 | 91 | Search | -344992 | -344992 | Global Improvement.
2 | 1 | 92 | 92 | Search | -345058 | -345058 | Global Improvement.
2 | 1 | 93 | 93 | Search | -345192 | -345192 | Global Improvement.
2 | 1 | 94 | 94 | Search | -345251 | -345251 | Global Improvement.
2 | 1 | 95 | 95 | Search | -345305 | -345305 | Global Improvement.
3 | 1 | 96 | 96 | Search | -345339 | -345339 | Global Improvement.
3 | 1 | 97 | 97 | Search | -345421 | -345421 | Global Improvement.
3 | 1 | 98 | 98 | Search | -345497 | -345497 | Global Improvement.
3 | 1 | 99 | 99 | Search | -345551 | -345551 | Global Improvement.
3 | 1 | 100 | 100 | Search | -345629 | -345629 | Global Improvement.
3 | 1 | 101 | 101 | Search | -345681 | -345681 | Global Improvement.
3 | 1 | 102 | 102 | Search | -345774 | -345774 | Global Improvement.
3 | 1 | 103 | 103 | Search | -345798 | -345798 | Global Improvement.
3 | 1 | 104 | 104 | Search | -345822 | -345822 | Global Improvement.
3 | 1 | 105 | 105 | Search | -345848 | -345848 | Global Improvement.
3 | 1 | 106 | 106 | Search | -345866 | -345866 | Global Improvement.
3 | 1 | 107 | 107 | Search | -345908 | -345908 | Global Improvement.
3 | 1 | 108 | 108 | Search | -345924 | -345924 | Global Improvement.
3 | 1 | 109 | 109 | Search | -345934 | -345934 | Global Improvement.
3 | 1 | 112 | 112 | Search | -345972 | -345972 | Global Improvement.
3 | 1 | 113 | 113 | Search | -346090 | -346090 | Global Improvement.
3 | 1 | 116 | 116 | Search | -346130 | -346130 | Global Improvement.
3 | 1 | 117 | 117 | Search | -346144 | -346144 | Global Improvement.
3 | 1 | 118 | 118 | Search | -346260 | -346260 | Global Improvement.
3 | 1 | 119 | 119 | Search | -346342 | -346342 | Global Improvement.
3 | 1 | 120 | 120 | Search | -346438 | -346438 | Global Improvement.
3 | 1 | 121 | 121 | Search | -346518 | -346518 | Global Improvement.
3 | 1 | 122 | 122 | Search | -346638 | -346638 | Global Improvement.
3 | 1 | 123 | 123 | Search | -346806 | -346806 | Global Improvement.
3 | 1 | 124 | 124 | Search | -346886 | -346886 | Global Improvement.
3 | 1 | 125 | 125 | Search | -346938 | -346938 | Global Improvement.
3 | 1 | 126 | 126 | Search | -346975 | -346975 | Global Improvement.
3 | 1 | 127 | 127 | Search | -347105 | -347105 | Global Improvement.
3 | 1 | 128 | 128 | Search | -347151 | -347151 | Global Improvement.
4 | 1 | 129 | 129 | Search | -347291 | -347291 | Global Improvement.
4 | 1 | 130 | 130 | Search | -347393 | -347393 | Global Improvement.
4 | 1 | 131 | 131 | Search | -347561 | -347561 | Global Improvement.
4 | 1 | 132 | 132 | Search | -347617 | -347617 | Global Improvement.
4 | 1 | 133 | 133 | Search | -347721 | -347721 | Global Improvement.
4 | 1 | 134 | 134 | Search | -347769 | -347769 | Global Improvement.
4 | 1 | 135 | 135 | Search | -347805 | -347805 | Global Improvement.
4 | 1 | 136 | 136 | Search | -347837 | -347837 | Global Improvement.
4 | 1 | 137 | 137 | Search | -347899 | -347899 | Global Improvement.
4 | 1 | 138 | 138 | Search | -347953 | -347953 | Global Improvement.
4 | 1 | 139 | 139 | Search | -348015 | -348015 | Global Improvement.
4 | 1 | 140 | 140 | Search | -348131 | -348131 | Global Improvement.
4 | 1 | 141 | 141 | Search | -348329 | -348329 | Global Improvement.
4 | 1 | 142 | 142 | Search | -348473 | -348473 | Global Improvement.
4 | 1 | 143 | 143 | Search | -348639 | -348639 | Global Improvement.
4 | 1 | 144 | 144 | Search | -348683 | -348683 | Global Improvement.
4 | 1 | 145 | 145 | Search | -348711 | -348711 | Global Improvement.
4 | 1 | 146 | 146 | Search | -348751 | -348751 | Global Improvement.
4 | 1 | 147 | 147 | Search | -348777 | -348777 | Global Improvement.
4 | 1 | 149 | 149 | Search | -348825 | -348825 | Global Improvement.
4 | 1 | 153 | 153 | Search | -348832 | -348832 | Global Improvement.
4 | 1 | 157 | 157 | Search | -348876 | -348876 | Global Improvement.
4 | 1 | 158 | 158 | Search | -348898 | -348898 | Global Improvement.
4 | 1 | 159 | 159 | Search | -348910 | -348910 | Global Improvement.
4 | 1 | 160 | 160 | Search | -348928 | -348928 | Global Improvement.
4 | 1 | 161 | 161 | Search | -348984 | -348984 | Global Improvement.
5 | 1 | 168 | 168 | Search | -348991 | -348991 | Global Improvement.
5 | 1 | 169 | 169 | Search | -349033 | -349033 | Global Improvement.
5 | 1 | 170 | 170 | Search | -349063 | -349063 | Global Improvement.
5 | 1 | 171 | 171 | Search | -349088 | -349088 | Global Improvement.
5 | 1 | 172 | 172 | Search | -349094 | -349094 | Global Improvement.
5 | 1 | 173 | 173 | Search | -349100 | -349100 | Global Improvement.
5 | 1 | 174 | 174 | Search | -349186 | -349186 | Global Improvement.
5 | 1 | 175 | 175 | Search | -349190 | -349190 | Global Improvement.
5 | 1 | 176 | 176 | Search | -349200 | -349200 | Global Improvement.
5 | 1 | 178 | 178 | Search | -349223 | -349223 | Global Improvement.
5 | 1 | 179 | 179 | Search | -349225 | -349225 | Global Improvement.

 Optimization finished in 0.070841265s. 
 Objective of best solution found: -349225Size shrunk from 1000 to 1000
Warning: Given tenure ratio leads to small tabu tenure of 0.Minimum tabu_tenure 5 set instead
Time(ms) | Phase nr. | It | Phase It | Phase Type | objective | best obj. | move type
0 | 1 | 1 | 1 | Search | -334551 | -334551 | Global Improvement.
0 | 1 | 2 | 2 | Search | -335285 | -335285 | Global Improvement.
0 | 1 | 3 | 3 | Search | -336001 | -336001 | Global Improvement.
0 | 1 | 4 | 4 | Search | -336663 | -336663 | Global Improvement.
0 | 1 | 5 | 5 | Search | -337231 | -337231 | Global Improvement.
0 | 1 | 6 | 6 | Search | -337755 | -337755 | Global Improvement.
0 | 1 | 7 | 7 | Search | -338209 | -338209 | Global Improvement.
0 | 1 | 8 | 8 | Search | -338625 | -338625 | Global Improvement.
0 | 1 | 9 | 9 | Search | -338997 | -338997 | Global Improvement.
0 | 1 | 10 | 10 | Search | -339367 | -339367 | Global Improvement.
0 | 1 | 11 | 11 | Search | -339737 | -339737 | Global Improvement.
0 | 1 | 12 | 12 | Search | -340087 | -340087 | Global Improvement.
0 | 1 | 13 | 13 | Search | -340403 | -340403 | Global Improvement.
0 | 1 | 14 | 14 | Search | -340697 | -340697 | Global Improvement.
0 | 1 | 15 | 15 | Search | -340991 | -340991 | Global Improvement.
0 | 1 | 16 | 16 | Search | -341283 | -341283 | Global Improvement.
0 | 1 | 17 | 17 | Search | -341559 | -341559 | Global Improvement.
0 | 1 | 18 | 18 | Search | -341827 | -341827 | Global Improvement.
0 | 1 | 19 | 19 | Search | -342073 | -342073 | Global Improvement.
0 | 1 | 20 | 20 | Search | -342317 | -342317 | Global Improvement.
0 | 1 | 21 | 21 | Search | -342601 | -342601 | Global Improvement.
0 | 1 | 22 | 22 | Search | -342983 | -342983 | Global Improvement.
0 | 1 | 23 | 23 | Search | -343235 | -343235 | Global Improvement.
0 | 1 | 24 | 24 | Search | -343479 | -343479 | Global Improvement.
0 | 1 | 25 | 25 | Search | -343778 | -343778 | Global Improvement.
0 | 1 | 26 | 26 | Search | -344020 | -344020 | Global Improvement.
0 | 1 | 27 | 27 | Search | -344330 | -344330 | Global Improvement.
0 | 1 | 28 | 28 | Search | -344622 | -344622 | Global Improvement.
0 | 1 | 29 | 29 | Search | -344858 | -344858 | Global Improvement.
0 | 1 | 30 | 30 | Search | -345132 | -345132 | Global Improvement.
0 | 1 | 31 | 31 | Search | -345354 | -345354 | Global Improvement.
0 | 1 | 32 | 32 | Search | -345746 | -345746 | Global Improvement.
1 | 1 | 33 | 33 | Search | -346028 | -346028 | Global Improvement.
1 | 1 | 34 | 34 | Search | -346232 | -346232 | Global Improvement.
1 | 1 | 35 | 35 | Search | -346488 | -346488 | Global Improvement.
1 | 1 | 36 | 36 | Search | -346744 | -346744 | Global Improvement.
1 | 1 | 37 | 37 | Search | -346944 | -346944 | Global Improvement.
1 | 1 | 38 | 38 | Search | -347136 | -347136 | Global Improvement.
1 | 1 | 39 | 39 | Search | -347322 | -347322 | Global Improvement.
1 | 1 | 40 | 40 | Search | -347590 | -347590 | Global Improvement.
1 | 1 | 41 | 41 | Search | -347790 | -347790 | Global Improvement.
1 | 1 | 42 | 42 | Search | -348082 | -348082 | Global Improvement.
1 | 1 | 43 | 43 | Search | -348282 | -348282 | Global Improvement.
1 | 1 | 44 | 44 | Search | -348482 | -348482 | Global Improvement.
1 | 1 | 45 | 45 | Search | -348782 | -348782 | Global Improvement.
1 | 1 | 46 | 46 | Search | -349082 | -349082 | Global Improvement.
1 | 1 | 47 | 47 | Search | -349284 | -349284 | Global Improvement.
1 | 1 | 48 | 48 | Search | -349412 | -349412 | Global Improvement.
1 | 1 | 49 | 49 | Search | -349562 | -349562 | Global Improvement.
1 | 1 | 50 | 50 | Search | -349706 | -349706 | Global Improvement.
1 | 1 | 51 | 51 | Search | -349890 | -349890 | Global Improvement.
1 | 1 | 52 | 52 | Search | -350018 | -350018 | Global Improvement.
1 | 1 | 53 | 53 | Search | -350238 | -350238 | Global Improvement.
1 | 1 | 54 | 54 | Search | -350400 | -350400 | Global Improvement.
1 | 1 | 55 | 55 | Search | -350530 | -350530 | Global Improvement.
1 | 1 | 56 | 56 | Search | -350742 | -350742 | Global Improvement.
1 | 1 | 57 | 57 | Search | -350912 | -350912 | Global Improvement.
1 | 1 | 58 | 58 | Search | -351100 | -351100 | Global Improvement.
1 | 1 | 59 | 59 | Search | -351226 | -351226 | Global Improvement.
1 | 1 | 60 | 60 | Search | -351346 | -351346 | Global Improvement.
1 | 1 | 61 | 61 | Search | -351466 | -351466 | Global Improvement.
1 | 1 | 62 | 62 | Search | -351684 | -351684 | Global Improvement.
1 | 1 | 63 | 63 | Search | -351850 | -351850 | Global Improvement.
1 | 1 | 64 | 64 | Search | -352097 | -352097 | Global Improvement.
1 | 1 | 65 | 65 | Search | -352305 | -352305 | Global Improvement.
1 | 1 | 66 | 66 | Search | -352475 | -352475 | Global Improvement.
1 | 1 | 67 | 67 | Search | -352627 | -352627 | Global Improvement.
2 | 1 | 68 | 68 | Search | -352797 | -352797 | Global Improvement.
2 | 1 | 69 | 69 | Search | -352955 | -352955 | Global Improvement.
2 | 1 | 70 | 70 | Search | -353109 | -353109 | Global Improvement.
2 | 1 | 71 | 71 | Search | -353321 | -353321 | Global Improvement.
2 | 1 | 72 | 72 | Search | -353535 | -353535 | Global Improvement.
2 | 1 | 73 | 73 | Search | -353723 | -353723 | Global Improvement.
2 | 1 | 74 | 74 | Search | -353909 | -353909 | Global Improvement.
2 | 1 | 75 | 75 | Search | -354067 | -354067 | Global Improvement.
2 | 1 | 76 | 76 | Search | -354163 | -354163 | Global Improvement.
2 | 1 | 77 | 77 | Search | -354251 | -354251 | Global Improvement.
2 | 1 | 78 | 78 | Search | -354417 | -354417 | Global Improvement.
2 | 1 | 79 | 79 | Search | -354622 | -354622 | Global Improvement.
2 | 1 | 80 | 80 | Search | -354772 | -354772 | Global Improvement.
2 | 1 | 81 | 81 | Search | -354946 | -354946 | Global Improvement.
2 | 1 | 82 | 82 | Search | -355062 | -355062 | Global Improvement.
2 | 1 | 83 | 83 | Search | -355210 | -355210 | Global Improvement.
2 | 1 | 84 | 84 | Search | -355278 | -355278 | Global Improvement.
2 | 1 | 85 | 85 | Search | -355344 | -355344 | Global Improvement.
2 | 1 | 86 | 86 | Search | -355400 | -355400 | Global Improvement.
2 | 1 | 87 | 87 | Search | -355546 | -355546 | Global Improvement.
2 | 1 | 88 | 88 | Search | -355584 | -355584 | Global Improvement.
2 | 1 | 89 | 89 | Search | -355684 | -355684 | Global Improvement.
2 | 1 | 90 | 90 | Search | -355740 | -355740 | Global Improvement.
2 | 1 | 91 | 91 | Search | -355862 | -355862 | Global Improvement.
2 | 1 | 92 | 92 | Search | -355947 | -355947 | Global Improvement.
2 | 1 | 95 | 95 | Search | -356075 | -356075 | Global Improvement.
2 | 1 | 96 | 96 | Search | -356161 | -356161 | Global Improvement.
2 | 1 | 99 | 99 | Search | -356219 | -356219 | Global Improvement.
2 | 1 | 100 | 100 | Search | -356293 | -356293 | Global Improvement.
2 | 1 | 101 | 101 | Search | -356423 | -356423 | Global Improvement.
3 | 1 | 103 | 103 | Search | -356431 | -356431 | Global Improvement.
3 | 1 | 108 | 108 | Search | -356439 | -356439 | Global Improvement.
3 | 1 | 109 | 109 | Search | -356479 | -356479 | Global Improvement.
3 | 1 | 110 | 110 | Search | -356591 | -356591 | Global Improvement.
3 | 1 | 111 | 111 | Search | -356613 | -356613 | Global Improvement.
3 | 1 | 112 | 112 | Search | -356657 | -356657 | Global Improvement.
3 | 1 | 113 | 113 | Search | -356670 | -356670 | Global Improvement.
3 | 1 | 115 | 115 | Search | -356672 | -356672 | Global Improvement.
3 | 1 | 117 | 117 | Search | -356682 | -356682 | Global Improvement.
3 | 1 | 119 | 119 | Search | -356760 | -356760 | Global Improvement.
3 | 1 | 121 | 121 | Search | -356800 | -356800 | Global Improvement.
3 | 1 | 127 | 127 | Search | -356801 | -356801 | Global Improvement.
3 | 1 | 128 | 128 | Search | -356814 | -356814 | Global Improvement.
3 | 1 | 130 | 130 | Search | -356822 | -356822 | Global Improvement.
3 | 1 | 131 | 131 | Search | -356888 | -356888 | Global Improvement.
3 | 1 | 132 | 132 | Search | -356961 | -356961 | Global Improvement.
3 | 1 | 133 | 133 | Search | -357025 | -357025 | Global Improvement.
3 | 1 | 134 | 134 | Search | -357084 | -357084 | Global Improvement.
3 | 1 | 135 | 135 | Search | -357092 | -357092 | Global Improvement.
4 | 1 | 140 | 140 | Search | -357108 | -357108 | Global Improvement.
4 | 1 | 141 | 141 | Search | -357120 | -357120 | Global Improvement.
4 | 1 | 142 | 142 | Search | -357136 | -357136 | Global Improvement.
4 | 1 | 143 | 143 | Search | -357148 | -357148 | Global Improvement.
4 | 1 | 144 | 144 | Search | -357152 | -357152 | Global Improvement.
4 | 1 | 146 | 146 | Search | -357197 | -357197 | Global Improvement.
4 | 1 | 147 | 147 | Search | -357223 | -357223 | Global Improvement.
4 | 1 | 148 | 148 | Search | -357249 | -357249 | Global Improvement.
4 | 1 | 149 | 149 | Search | -357265 | -357265 | Global Improvement.
4 | 1 | 151 | 151 | Search | -357279 | -357279 | Global Improvement.
4 | 1 | 152 | 152 | Search | -357415 | -357415 | Global Improvement.
4 | 1 | 153 | 153 | Search | -357421 | -357421 | Global Improvement.
4 | 1 | 156 | 156 | Search | -357441 | -357441 | Global Improvement.
4 | 1 | 157 | 157 | Search | -357501 | -357501 | Global Improvement.
32 | 3 | 1263 | 56 | Search | -357515 | -357515 | Global Improvement.
32 | 3 | 1264 | 57 | Search | -357627 | -357627 | Global Improvement.
32 | 3 | 1265 | 58 | Search | -357681 | -357681 | Global Improvement.
32 | 3 | 1266 | 59 | Search | -357725 | -357725 | Global Improvement.
32 | 3 | 1267 | 60 | Search | -357763 | -357763 | Global Improvement.
32 | 3 | 1268 | 61 | Search | -357841 | -357841 | Global Improvement.
32 | 3 | 1269 | 62 | Search | -357876 | -357876 | Global Improvement.
32 | 3 | 1270 | 63 | Search | -357956 | -357956 | Global Improvement.
32 | 3 | 1271 | 64 | Search | -357964 | -357964 | Global Improvement.
32 | 3 | 1272 | 65 | Search | -358074 | -358074 | Global Improvement.
32 | 3 | 1273 | 66 | Search | -358092 | -358092 | Global Improvement.
32 | 3 | 1274 | 67 | Search | -358100 | -358100 | Global Improvement.
32 | 3 | 1275 | 68 | Search | -358230 | -358230 | Global Improvement.
32 | 3 | 1276 | 69 | Search | -358238 | -358238 | Global Improvement.
32 | 3 | 1277 | 70 | Search | -358242 | -358242 | Global Improvement.
33 | 3 | 1279 | 72 | Search | -358264 | -358264 | Global Improvement.
33 | 3 | 1280 | 73 | Search | -358316 | -358316 | Global Improvement.
33 | 3 | 1287 | 80 | Search | -358331 | -358331 | Global Improvement.
33 | 3 | 1288 | 81 | Search | -358335 | -358335 | Global Improvement.
33 | 3 | 1289 | 82 | Search | -358339 | -358339 | Global Improvement.
60 | 5 | 2376 | 37 | Search | -358375 | -358375 | Global Improvement.
60 | 5 | 2379 | 40 | Search | -358489 | -358489 | Global Improvement.
60 | 5 | 2380 | 41 | Search | -358493 | -358493 | Global Improvement.
88 | 7 | 3489 | 59 | Search | -358536 | -358536 | Global Improvement.
88 | 7 | 3490 | 60 | Search | -358618 | -358618 | Global Improvement.
88 | 7 | 3491 | 61 | Search | -358638 | -358638 | Global Improvement.
88 | 7 | 3492 | 62 | Search | -358722 | -358722 | Global Improvement.
88 | 7 | 3494 | 64 | Search | -358760 | -358760 | Global Improvement.
88 | 7 | 3495 | 65 | Search | -358772 | -358772 | Global Improvement.
